"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"micromillimetre",113594882,,"noun.quantity",23,"n","micromillimeter#1(micromillimeter%1:23:00::),micromillimetre#1(micromillimetre%1:23:00::),nanometre#1(nanometre%1:23:00::),nm#1(nm%1:23:00::),nanometer#1(nanometer%1:23:00::),millimicron#1(millimicron%1:23:00::)","a metric unit of length equal to one billionth of a meter","","micromillimeter,micromillimetre,nanometre,nm,nanometer,millimicron",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"first-class",302351686,1,"adj.all",0,"s","fantabulous#1(fantabulous%5:00:00:superior:02),excellent#1(excellent%5:00:00:superior:02),first-class#1(first-class%5:00:01:superior:02),ripping#2(ripping%5:00:00:superior:02),splendid#2(splendid%5:00:00:superior:02)","very good; of the highest quality","made an excellent speech|he was a splendid teacher|a first-class mind","fantabulous,excellent,first-class,ripping,splendid",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"sliding keel",102986445,,"noun.artifact",6,"n","centerboard#1(centerboard%1:06:00::),sliding keel#1(sliding_keel%1:06:00::),drop keel#1(drop_keel%1:06:00::),centreboard#1(centreboard%1:06:00::)","a retractable fin keel used on sailboats to prevent drifting to leeward","","centerboard,sliding keel,drop keel,centreboard",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"nanna",110077012,,"noun.person",18,"n","gran#1(gran%1:18:00::),grandma#1(grandma%1:18:00::),grandmother#1(grandmother%1:18:00::),nanna#1(nanna%1:18:01::),granny#1(granny%1:18:00::),grannie#1(grannie%1:18:00::),nan#2(nan%1:18:01::)","the mother of your father or mother","","gran,grandma,grandmother,nanna,granny,grannie,nan",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"vac",115063918,,"noun.time",28,"n","vacay#1(vacay%1:28:00::),vac#1(vac%1:28:00::)","informal term for vacation","","vacay,vac",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"guy",110087679,33,"noun.person",18,"n","guy#1(guy%1:18:00::),hombre#1(hombre%1:18:00::),bozo#2(bozo%1:18:00::),cat#2(cat%1:18:01::),sod#4(sod%1:18:01::)","an informal term for a youth or man","a nice guy|the guy's only doing it for some doll|the poor sod couldn't even buy a drink","guy,hombre,bozo,cat,sod",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"l",113560350,19,"noun.quantity",23,"n","cubic decimeter#1(cubic_decimeter%1:23:00::),cubic decimetre#1(cubic_decimetre%1:23:00::),litre#1(litre%1:23:00::),liter#1(liter%1:23:00::),l#1(l%1:23:00::)","a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)","","cubic decimeter,cubic decimetre,litre,liter,l",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"kilolitre",113561071,,"noun.quantity",23,"n","cubic meter#1(cubic_meter%1:23:00::),kilolitre#1(kilolitre%1:23:00::),kiloliter#1(kiloliter%1:23:00::),cubic metre#1(cubic_metre%1:23:00::)","a metric unit of volume or capacity equal to 1000 liters","","cubic meter,kilolitre,kiloliter,cubic metre",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"centre",108445915,,"noun.location",15,"n","centre#4(centre%1:15:03::),center#11(center%1:15:02::)","a place where some particular activity is concentrated","they received messages from several centers","centre,center",4,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"center of buoyancy",108454317,,"noun.location",15,"n","center of buoyancy#1(center_of_buoyancy%1:15:00::),centre of immersion#1(centre_of_immersion%1:15:00::),centre of buoyancy#1(centre_of_buoyancy%1:15:00::),center of immersion#1(center_of_immersion%1:15:00::)","(physics) the center of mass of the immersed part of ship or other floating object","","center of buoyancy,centre of immersion,centre of buoyancy,center of immersion",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"centre of mass",108455054,,"noun.location",15,"n","centre of mass#1(centre_of_mass%1:15:00::),center of mass#1(center_of_mass%1:15:00::)","point representing the mean position of the matter in a body","","centre of mass,center of mass",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"dead center",105009162,,"noun.attribute",7,"n","dead centre#1(dead_centre%1:07:00::),dead center#1(dead_center%1:07:00::)","the position of a crank when it is in line with the connecting rod and not exerting torque","","dead centre,dead center",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"decimetre",113595754,,"noun.quantity",23,"n","decimeter#1(decimeter%1:23:00::),decimetre#1(decimetre%1:23:00::),dm#2(dm%1:23:00::)","a metric unit of length equal to one tenth of a meter","","decimeter,decimetre,dm",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"centre stage",113886744,,"noun.state",26,"n","centre stage#1(centre_stage%1:26:00::),center stage#1(center_stage%1:26:00::)","a position of prominence or importance","","centre stage,center stage",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"storm centre",108456906,,"noun.location",15,"n","storm centre#2(storm_centre%1:15:00::),storm center#2(storm_center%1:15:00::)","the central area or place of lowest barometric pressure within a storm","","storm centre,storm center",2,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"kilometre",113596706,,"noun.quantity",23,"n","kilometer#1(kilometer%1:23:00::),km#1(km%1:23:00::),klick#1(klick%1:23:00::),kilometre#1(kilometre%1:23:00::)","a metric unit of length equal to 1000 meters (or 0.621371 miles)","","kilometer,km,klick,kilometre",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"millimeter",113595337,1,"noun.quantity",23,"n","mm#1(mm%1:23:00::),millimetre#1(millimetre%1:23:00::),millimeter#1(millimeter%1:23:00::)","a metric unit of length equal to one thousandth of a meter","","mm,millimetre,millimeter",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"humanistic",301265528,,"adj.all",0,"s","human-centered#1(human-centered%5:00:00:humane:00),human-centred#1(human-centred%5:00:00:humane:00),humanitarian#1(humanitarian%5:00:00:humane:00),humanistic#4(humanistic%5:00:00:humane:00),humanist#4(humanist%5:00:00:humane:00)","marked by humanistic values and devotion to human welfare","a humane physician|respect and humanistic regard for all members of our species|released the prisoner for humanitarian reasons","human-centered,human-centred,humanitarian,humanistic,humanist",4,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"centre",200724258,,"verb.cognition",31,"v","pore#1(pore%2:31:00::),focus#1(focus%2:31:00::),rivet#1(rivet%2:31:00::),centre#2(centre%2:31:00::),center#2(center%2:31:00::),concentrate#2(concentrate%2:31:00::)","direct one's attention on something","Please focus on your studies and not on your hobbies","pore,focus,rivet,centre,center,concentrate",2,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"nanometer",113594882,,"noun.quantity",23,"n","micromillimeter#1(micromillimeter%1:23:00::),micromillimetre#1(micromillimetre%1:23:00::),nanometre#1(nanometre%1:23:00::),nm#1(nm%1:23:00::),nanometer#1(nanometer%1:23:00::),millimicron#1(millimicron%1:23:00::)","a metric unit of length equal to one billionth of a meter","","micromillimeter,micromillimetre,nanometre,nm,nanometer,millimicron",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"myriametre",113596927,,"noun.quantity",23,"n","mym#1(mym%1:23:00::),myriametre#1(myriametre%1:23:00::),myriameter#1(myriameter%1:23:00::)","a metric unit of length equal to 10,000 meters","","mym,myriametre,myriameter",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"hm",113596512,,"noun.quantity",23,"n","hm#1(hm%1:23:00::),hectometre#1(hectometre%1:23:00::),hectometer#1(hectometer%1:23:00::)","a metric unit of length equal to 100 meters","","hm,hectometre,hectometer",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"liter",113560350,5,"noun.quantity",23,"n","cubic decimeter#1(cubic_decimeter%1:23:00::),cubic decimetre#1(cubic_decimetre%1:23:00::),litre#1(litre%1:23:00::),liter#1(liter%1:23:00::),l#1(l%1:23:00::)","a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)","","cubic decimeter,cubic decimetre,litre,liter,l",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"time",104922990,1,"noun.attribute",7,"n","metre#3(metre%1:07:00::),meter#4(meter%1:07:00::),time#9(time%1:07:01::)","rhythm as given by division into parts of equal duration","","metre,meter,time",9,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"meter",104922990,,"noun.attribute",7,"n","metre#3(metre%1:07:00::),meter#4(meter%1:07:00::),time#9(time%1:07:01::)","rhythm as given by division into parts of equal duration","","metre,meter,time",4,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"detention centre",102912399,,"noun.artifact",6,"n","detention cell#1(detention_cell%1:06:00::),detention centre#1(detention_centre%1:06:00::),bullpen#2(bullpen%1:06:00::)","a large cell where prisoners (people awaiting trial or sentence or refugees or illegal immigrants) are confined together temporarily","","detention cell,detention centre,bullpen",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"mil",113559758,,"noun.quantity",23,"n","cc#1(cc%1:23:00::),cubic centimeter#1(cubic_centimeter%1:23:00::),cubic centimetre#1(cubic_centimetre%1:23:00::),millilitre#1(millilitre%1:23:00::),ml#1(ml%1:23:00::),milliliter#1(milliliter%1:23:00::),mil#4(mil%1:23:02::)","a metric unit of volume equal to one thousandth of a liter","","cc,cubic centimeter,cubic centimetre,millilitre,ml,milliliter,mil",4,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"kiloliter",113561071,,"noun.quantity",23,"n","cubic meter#1(cubic_meter%1:23:00::),kilolitre#1(kilolitre%1:23:00::),kiloliter#1(kiloliter%1:23:00::),cubic metre#1(cubic_metre%1:23:00::)","a metric unit of volume or capacity equal to 1000 liters","","cubic meter,kilolitre,kiloliter,cubic metre",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"kph",115205512,,"noun.time",28,"n","kph#1(kph%1:28:00::),km/h#1(km/h%1:28:00::),kilometres per hour#1(kilometres_per_hour%1:28:00::),kilometers per hour#1(kilometers_per_hour%1:28:00::)","the ratio of the distance traveled (in kilometers) to the time spent traveling (in hours)","","kph,km/h,kilometres per hour,kilometers per hour",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"pogey",101090212,,"noun.act",4,"n","pogey#1(pogey%1:04:00::),pogy#1(pogy%1:04:00::),dole#2(dole%1:04:00::)","money received from the state","","pogey,pogy,dole",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"dkm",113596251,,"noun.quantity",23,"n","decameter#1(decameter%1:23:00::),decametre#1(decametre%1:23:00::),dkm#1(dkm%1:23:00::),dekameter#1(dekameter%1:23:00::),dekametre#1(dekametre%1:23:00::),dam#2(dam%1:23:00::)","a metric unit of length equal to ten meters","","decameter,decametre,dkm,dekameter,dekametre,dam",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"egoistic",300102561,,"adj.all",0,"a","egocentric#1(egocentric%3:00:00::),egoistic#1(egoistic%3:00:00::),self-centred#1(self-centred%3:00:00::),self-centered#1(self-centered%3:00:00::),egoistical#1(egoistical%3:00:00::)","limited to or caring only about yourself and your own needs","","egocentric,egoistic,self-centred,self-centered,egoistical",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"km/h",115205512,,"noun.time",28,"n","kph#1(kph%1:28:00::),km/h#1(km/h%1:28:00::),kilometres per hour#1(kilometres_per_hour%1:28:00::),kilometers per hour#1(kilometers_per_hour%1:28:00::)","the ratio of the distance traveled (in kilometers) to the time spent traveling (in hours)","","kph,km/h,kilometres per hour,kilometers per hour",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"centerpiece",102986890,,"noun.artifact",6,"n","centrepiece#2(centrepiece%1:06:00::),centerpiece#2(centerpiece%1:06:00::)","something placed at the center of something else (as on a table)","","centrepiece,centerpiece",2,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"center of flotation",108454886,,"noun.location",15,"n","centre of flotation#1(centre_of_flotation%1:15:00::),center of flotation#1(center_of_flotation%1:15:00::)","the center of gravity of a floating object","","centre of flotation,center of flotation",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"marrow",105853847,,"noun.cognition",9,"n","nitty-gritty#1(nitty-gritty%1:09:00::),heart and soul#1(heart_and_soul%1:09:00::),inwardness#1(inwardness%1:09:02::),essence#1(essence%1:09:00::),gist#2(gist%1:09:00::),substance#2(substance%1:09:01::),pith#2(pith%1:09:00::),nub#3(nub%1:09:00::),meat#3(meat%1:09:00::),kernel#3(kernel%1:09:00::),sum#4(sum%1:09:00::),core#4(core%1:09:00::),marrow#5(marrow%1:09:00::),center#5(center%1:09:00::),heart#5(heart%1:09:01::),centre#6(centre%1:09:00::)","the choicest or most essential or most vital part of some idea or experience","the gist of the prosecutor's argument|the heart and soul of the Republican Party|the nub of the story","nitty-gritty,heart and soul,inwardness,essence,gist,substance,pith,nub,meat,kernel,sum,core,marrow,center,heart,centre",5,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"focalize",200733876,,"verb.cognition",31,"v","concentre#1(concentre%2:31:00::),concenter#1(concenter%2:31:00::),focalise#2(focalise%2:31:00::),focalize#2(focalize%2:31:00::),focus#3(focus%2:31:01::)","bring into focus or alignment; to converge or cause to converge; of ideas or emotions","","concentre,concenter,focalise,focalize,focus",2,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
